source_file_row_position_zero_based,class_local_row_id,global_learned_input_group_hash_u64,reference_input_hash_u64,compact_input_hash_u64,full_feature_hash_u64,Attack_type,true_label,split
122043,936,2808429017136385322,12262642791726130051,2808429017136385322,13269792653747748923,NMAP_XMAS_TREE_SCAN,1,train
122044,937,2808429017136385322,12262642791726130051,2808429017136385322,8992194505939405960,NMAP_XMAS_TREE_SCAN,1,train
122045,938,6506829420878057012,4803979150354355554,6506829420878057012,8053230288297787997,NMAP_XMAS_TREE_SCAN,1,train
122046,939,5811003235377639602,3568409995913439537,5811003235377639602,18295722164859103016,NMAP_XMAS_TREE_SCAN,1,train
122047,940,2808429017136385322,12262642791726130051,2808429017136385322,641264874194687256,NMAP_XMAS_TREE_SCAN,1,train
122048,941,3457610050478091486,13586691349362242181,3457610050478091486,4358868346555914424,NMAP_XMAS_TREE_SCAN,1,test
122049,942,6378565680598864504,11352553270647755381,6378565680598864504,6424975818615036638,NMAP_XMAS_TREE_SCAN,1,train
122050,943,1787232323623357272,8222021395509864417,1787232323623357272,8669258529691067396,NMAP_XMAS_TREE_SCAN,1,calibration
122051,944,5811003235377639602,3568409995913439537,5811003235377639602,3869218535993333123,NMAP_XMAS_TREE_SCAN,1,train
122052,945,2808429017136385322,12262642791726130051,2808429017136385322,718822863361968849,NMAP_XMAS_TREE_SCAN,1,train
122053,946,2808429017136385322,12262642791726130051,2808429017136385322,5116634968949250828,NMAP_XMAS_TREE_SCAN,1,train
122054,947,2808429017136385322,12262642791726130051,2808429017136385322,1192335588260075274,NMAP_XMAS_TREE_SCAN,1,train
122055,948,2808429017136385322,12262642791726130051,2808429017136385322,4582999732792301513,NMAP_XMAS_TREE_SCAN,1,train
122056,949,2808429017136385322,12262642791726130051,2808429017136385322,13312304540254254851,NMAP_XMAS_TREE_SCAN,1,train
122057,950,2808429017136385322,12262642791726130051,2808429017136385322,15188044656261268365,NMAP_XMAS_TREE_SCAN,1,train
122058,951,383151418516376910,16173384113156702389,383151418516376910,10519999206916472880,NMAP_XMAS_TREE_SCAN,1,train
122059,952,2808429017136385322,12262642791726130051,2808429017136385322,8024307763205950521,NMAP_XMAS_TREE_SCAN,1,train
122060,953,2808429017136385322,12262642791726130051,2808429017136385322,16087300626327055652,NMAP_XMAS_TREE_SCAN,1,train
122061,954,6724051948354334109,1765217681066166322,6724051948354334109,14059311148289480208,NMAP_XMAS_TREE_SCAN,1,train
122062,955,7814523944664008703,2146760249391228242,7814523944664008703,7664619622276177491,NMAP_XMAS_TREE_SCAN,1,train
122063,956,7814523944664008703,2146760249391228242,7814523944664008703,11355486399622055403,NMAP_XMAS_TREE_SCAN,1,train
122064,957,17202139156961561977,1874822796864972834,17202139156961561977,8058133227482246283,NMAP_XMAS_TREE_SCAN,1,calibration
122065,958,17056581861112181879,2902529328398046088,17056581861112181879,11115400431699546696,NMAP_XMAS_TREE_SCAN,1,calibration
122066,959,5811003235377639602,3568409995913439537,5811003235377639602,9732708341910789009,NMAP_XMAS_TREE_SCAN,1,train
122067,960,17202139156961561977,1874822796864972834,17202139156961561977,8746260211794338821,NMAP_XMAS_TREE_SCAN,1,calibration
122068,961,2808429017136385322,12262642791726130051,2808429017136385322,17615086016895320880,NMAP_XMAS_TREE_SCAN,1,train
122069,962,11589426078978931634,11395530776494985922,11589426078978931634,14756513438887388541,NMAP_XMAS_TREE_SCAN,1,train
122070,963,2808429017136385322,12262642791726130051,2808429017136385322,13641118210075797512,NMAP_XMAS_TREE_SCAN,1,train
122071,964,7814523944664008703,2146760249391228242,7814523944664008703,8787166305650782589,NMAP_XMAS_TREE_SCAN,1,train
122072,965,2808429017136385322,12262642791726130051,2808429017136385322,10593780198907586463,NMAP_XMAS_TREE_SCAN,1,train
122073,966,2808429017136385322,12262642791726130051,2808429017136385322,11515242765384524447,NMAP_XMAS_TREE_SCAN,1,train
122074,967,2808429017136385322,12262642791726130051,2808429017136385322,15114626262935576497,NMAP_XMAS_TREE_SCAN,1,train
122075,968,5811003235377639602,3568409995913439537,5811003235377639602,16503613563957621039,NMAP_XMAS_TREE_SCAN,1,train
122076,969,6506829420878057012,4803979150354355554,6506829420878057012,3645711179088794558,NMAP_XMAS_TREE_SCAN,1,train
122077,970,7814523944664008703,2146760249391228242,7814523944664008703,15398743271280800239,NMAP_XMAS_TREE_SCAN,1,train
122078,971,5811003235377639602,3568409995913439537,5811003235377639602,13939825942856534925,NMAP_XMAS_TREE_SCAN,1,train
122079,972,2808429017136385322,12262642791726130051,2808429017136385322,1074585012720209058,NMAP_XMAS_TREE_SCAN,1,train
122080,973,2808429017136385322,12262642791726130051,2808429017136385322,5640661810794168846,NMAP_XMAS_TREE_SCAN,1,train
122081,974,17202139156961561977,1874822796864972834,17202139156961561977,7493728353623609234,NMAP_XMAS_TREE_SCAN,1,calibration
122082,975,2808429017136385322,12262642791726130051,2808429017136385322,7042839699950903993,NMAP_XMAS_TREE_SCAN,1,train
122083,976,2808429017136385322,12262642791726130051,2808429017136385322,15144335712961959790,NMAP_XMAS_TREE_SCAN,1,train
122084,977,5811003235377639602,3568409995913439537,5811003235377639602,16133357966143804443,NMAP_XMAS_TREE_SCAN,1,train
122085,978,5811003235377639602,3568409995913439537,5811003235377639602,16487514890297133447,NMAP_XMAS_TREE_SCAN,1,train
122086,979,14172185523838002621,1987397256441205397,14172185523838002621,9848627745260617357,NMAP_XMAS_TREE_SCAN,1,train
122087,980,7312082427408712902,16179270822494670955,7312082427408712902,8259117133110502648,NMAP_XMAS_TREE_SCAN,1,train
122088,981,2808429017136385322,12262642791726130051,2808429017136385322,11955731274401853235,NMAP_XMAS_TREE_SCAN,1,train
122089,982,17202139156961561977,1874822796864972834,17202139156961561977,13745802539552058226,NMAP_XMAS_TREE_SCAN,1,calibration
122090,983,2808429017136385322,12262642791726130051,2808429017136385322,705840381542974280,NMAP_XMAS_TREE_SCAN,1,train
122091,984,5811003235377639602,3568409995913439537,5811003235377639602,8921251165165255019,NMAP_XMAS_TREE_SCAN,1,train
122092,985,5811003235377639602,3568409995913439537,5811003235377639602,17854857252130874546,NMAP_XMAS_TREE_SCAN,1,train
122093,986,2808429017136385322,12262642791726130051,2808429017136385322,10873985924328262641,NMAP_XMAS_TREE_SCAN,1,train
122094,987,7814523944664008703,2146760249391228242,7814523944664008703,4640954747868132141,NMAP_XMAS_TREE_SCAN,1,train
122095,988,7814523944664008703,2146760249391228242,7814523944664008703,6172163161770411804,NMAP_XMAS_TREE_SCAN,1,train
122096,989,2808429017136385322,12262642791726130051,2808429017136385322,1582908414969670813,NMAP_XMAS_TREE_SCAN,1,train
122097,990,12244360897726397449,11649178201735420356,12244360897726397449,7136783017259303660,NMAP_XMAS_TREE_SCAN,1,train
122098,991,383151418516376910,16173384113156702389,383151418516376910,13675550927609311750,NMAP_XMAS_TREE_SCAN,1,train
122099,992,383151418516376910,16173384113156702389,383151418516376910,13305547541628449827,NMAP_XMAS_TREE_SCAN,1,train
122100,993,4306508046350257361,9812885378654241256,4306508046350257361,6012903248142357679,NMAP_XMAS_TREE_SCAN,1,calibration
122101,994,10599390833229150950,10390253278611341115,10599390833229150950,7898049215301327999,NMAP_XMAS_TREE_SCAN,1,train
122102,995,6378565680598864504,11352553270647755381,6378565680598864504,9714479265609131205,NMAP_XMAS_TREE_SCAN,1,train
122103,996,6378565680598864504,11352553270647755381,6378565680598864504,10954775710298360147,NMAP_XMAS_TREE_SCAN,1,train
122104,997,11549682365616587131,3328157258634357514,11549682365616587131,9703733187872535058,NMAP_XMAS_TREE_SCAN,1,train
122105,998,383151418516376910,16173384113156702389,383151418516376910,17617146814817247200,NMAP_XMAS_TREE_SCAN,1,train
122106,999,7312082427408712902,16179270822494670955,7312082427408712902,4951430634535939137,NMAP_XMAS_TREE_SCAN,1,train
122107,1000,6378565680598864504,11352553270647755381,6378565680598864504,17500275020418431699,NMAP_XMAS_TREE_SCAN,1,train
122108,1001,383151418516376910,16173384113156702389,383151418516376910,10528320398111088233,NMAP_XMAS_TREE_SCAN,1,train
122109,1002,7312082427408712902,16179270822494670955,7312082427408712902,15952705786460584094,NMAP_XMAS_TREE_SCAN,1,train
122110,1003,6378565680598864504,11352553270647755381,6378565680598864504,1884930922964108909,NMAP_XMAS_TREE_SCAN,1,train
122111,1004,7312082427408712902,16179270822494670955,7312082427408712902,11596065353465642838,NMAP_XMAS_TREE_SCAN,1,train
122112,1005,6378565680598864504,11352553270647755381,6378565680598864504,7202355747307891681,NMAP_XMAS_TREE_SCAN,1,train
122113,1006,3332260981623224195,16646643324637169982,3332260981623224195,1769342313271226575,NMAP_XMAS_TREE_SCAN,1,test
122114,1007,13585260484806699019,6893367769928092696,13585260484806699019,16484060305471811304,NMAP_XMAS_TREE_SCAN,1,train
122115,1008,12244360897726397449,11649178201735420356,12244360897726397449,702661460462445646,NMAP_XMAS_TREE_SCAN,1,train
122116,1009,383151418516376910,16173384113156702389,383151418516376910,8195004193610577761,NMAP_XMAS_TREE_SCAN,1,train
122117,1010,6506829420878057012,4803979150354355554,6506829420878057012,8661790059351682804,NMAP_XMAS_TREE_SCAN,1,train
122118,1011,7886976269285903743,648784668073025303,7886976269285903743,9575713695053155077,NMAP_XMAS_TREE_SCAN,1,train
122119,1012,12244360897726397449,11649178201735420356,12244360897726397449,9560865523167272642,NMAP_XMAS_TREE_SCAN,1,train
122120,1013,7886976269285903743,648784668073025303,7886976269285903743,11806900900728208931,NMAP_XMAS_TREE_SCAN,1,train
122121,1014,3457610050478091486,13586691349362242181,3457610050478091486,11779942797837192692,NMAP_XMAS_TREE_SCAN,1,test
122122,1015,6506829420878057012,4803979150354355554,6506829420878057012,308246707418085873,NMAP_XMAS_TREE_SCAN,1,train
122123,1016,14172185523838002621,1987397256441205397,14172185523838002621,14733639466748318398,NMAP_XMAS_TREE_SCAN,1,train
122124,1017,5189139985699310798,10854215059955737799,5189139985699310798,11294569350067498058,NMAP_XMAS_TREE_SCAN,1,test
122125,1018,3332260981623224195,16646643324637169982,3332260981623224195,16536368757997521988,NMAP_XMAS_TREE_SCAN,1,test
122126,1019,12244360897726397449,11649178201735420356,12244360897726397449,5544898883608315835,NMAP_XMAS_TREE_SCAN,1,train
122127,1020,2568191954858126106,16781433592321315437,2568191954858126106,5613383676405986423,NMAP_XMAS_TREE_SCAN,1,train
122128,1021,5811003235377639602,3568409995913439537,5811003235377639602,7912601471240339835,NMAP_XMAS_TREE_SCAN,1,train
122129,1022,7316939878475216966,11705670248762648049,7316939878475216966,7928953783577449297,NMAP_XMAS_TREE_SCAN,1,calibration
122130,1023,6506829420878057012,4803979150354355554,6506829420878057012,5665386255752305439,NMAP_XMAS_TREE_SCAN,1,train
122131,1024,6735152253019030715,15140185409997368928,6735152253019030715,4896617254740758875,NMAP_XMAS_TREE_SCAN,1,train
122132,1025,6724051948354334109,1765217681066166322,6724051948354334109,16572089322351830807,NMAP_XMAS_TREE_SCAN,1,train
122133,1026,14172185523838002621,1987397256441205397,14172185523838002621,6080752152605263896,NMAP_XMAS_TREE_SCAN,1,train
122134,1027,6724051948354334109,1765217681066166322,6724051948354334109,9070008219322563267,NMAP_XMAS_TREE_SCAN,1,train
122135,1028,6735152253019030715,15140185409997368928,6735152253019030715,12793662785498429413,NMAP_XMAS_TREE_SCAN,1,train
122136,1029,9196143218276296796,11267643824987367118,9196143218276296796,15574226788988196605,NMAP_XMAS_TREE_SCAN,1,test
122137,1030,3457610050478091486,13586691349362242181,3457610050478091486,17139015133565913856,NMAP_XMAS_TREE_SCAN,1,test
122138,1031,7312082427408712902,16179270822494670955,7312082427408712902,18041326275445481074,NMAP_XMAS_TREE_SCAN,1,train
122139,1032,12259885927220962170,15271251260736636280,12259885927220962170,3527299628520879237,NMAP_XMAS_TREE_SCAN,1,calibration
122140,1033,14172185523838002621,1987397256441205397,14172185523838002621,17251506599519035195,NMAP_XMAS_TREE_SCAN,1,train
122141,1034,3332260981623224195,16646643324637169982,3332260981623224195,16100796152771351879,NMAP_XMAS_TREE_SCAN,1,test
122142,1035,10553042133635943346,10237302859749102350,10553042133635943346,2175477336101896742,NMAP_XMAS_TREE_SCAN,1,train
122143,1036,10599390833229150950,10390253278611341115,10599390833229150950,5079457248789536580,NMAP_XMAS_TREE_SCAN,1,train
122144,1037,6735152253019030715,15140185409997368928,6735152253019030715,11880018017541923079,NMAP_XMAS_TREE_SCAN,1,train
122145,1038,3457610050478091486,13586691349362242181,3457610050478091486,5366072522830705772,NMAP_XMAS_TREE_SCAN,1,test
122146,1039,1927413821329350465,11891598063747842410,1927413821329350465,17268896513292240685,NMAP_XMAS_TREE_SCAN,1,calibration
122147,1040,7814523944664008703,2146760249391228242,7814523944664008703,18433387674213288237,NMAP_XMAS_TREE_SCAN,1,train
122148,1041,7994504791680096124,6793548069592350385,7994504791680096124,9233335164866559272,NMAP_XMAS_TREE_SCAN,1,train
122149,1042,7693144182653136523,18406416686651780168,7693144182653136523,15783133848426251646,NMAP_XMAS_TREE_SCAN,1,train
122150,1043,14359225251289534045,782297806675444378,14359225251289534045,15225638406367860142,NMAP_XMAS_TREE_SCAN,1,train
122151,1044,2808429017136385322,12262642791726130051,2808429017136385322,17261384111617223552,NMAP_XMAS_TREE_SCAN,1,train
122152,1045,3457610050478091486,13586691349362242181,3457610050478091486,4209431734262919424,NMAP_XMAS_TREE_SCAN,1,test
122153,1046,6506829420878057012,4803979150354355554,6506829420878057012,7622993616655468525,NMAP_XMAS_TREE_SCAN,1,train
122154,1047,6378565680598864504,11352553270647755381,6378565680598864504,12719880827673794981,NMAP_XMAS_TREE_SCAN,1,train
122155,1048,6724051948354334109,1765217681066166322,6724051948354334109,16990887128216057875,NMAP_XMAS_TREE_SCAN,1,train
122156,1049,7994504791680096124,6793548069592350385,7994504791680096124,15388604324000612820,NMAP_XMAS_TREE_SCAN,1,train
122157,1050,14251560653327446125,4948528612421311416,14251560653327446125,1319203104429653004,NMAP_XMAS_TREE_SCAN,1,train
122158,1051,5811003235377639602,3568409995913439537,5811003235377639602,17178255757974592082,NMAP_XMAS_TREE_SCAN,1,train
122159,1052,2568191954858126106,16781433592321315437,2568191954858126106,17945147743658339614,NMAP_XMAS_TREE_SCAN,1,train
122160,1053,383151418516376910,16173384113156702389,383151418516376910,7937471184353940172,NMAP_XMAS_TREE_SCAN,1,train
122161,1054,5811003235377639602,3568409995913439537,5811003235377639602,17516399195475424624,NMAP_XMAS_TREE_SCAN,1,train
122162,1055,5811003235377639602,3568409995913439537,5811003235377639602,13731677473815612100,NMAP_XMAS_TREE_SCAN,1,train
122163,1056,5811003235377639602,3568409995913439537,5811003235377639602,8757847726579314070,NMAP_XMAS_TREE_SCAN,1,train
122164,1057,6378565680598864504,11352553270647755381,6378565680598864504,4714897881950482291,NMAP_XMAS_TREE_SCAN,1,train
122165,1058,7316939878475216966,11705670248762648049,7316939878475216966,12119900925750559413,NMAP_XMAS_TREE_SCAN,1,calibration
122166,1059,3457610050478091486,13586691349362242181,3457610050478091486,14926006165368250668,NMAP_XMAS_TREE_SCAN,1,test
122167,1060,7312082427408712902,16179270822494670955,7312082427408712902,2883268572343229430,NMAP_XMAS_TREE_SCAN,1,train
122168,1061,2808429017136385322,12262642791726130051,2808429017136385322,7758743203450746502,NMAP_XMAS_TREE_SCAN,1,train
122169,1062,7814523944664008703,2146760249391228242,7814523944664008703,13309503998157311579,NMAP_XMAS_TREE_SCAN,1,train
122170,1063,2808429017136385322,12262642791726130051,2808429017136385322,14015246932550459922,NMAP_XMAS_TREE_SCAN,1,train
122171,1064,5811003235377639602,3568409995913439537,5811003235377639602,13575635370582306713,NMAP_XMAS_TREE_SCAN,1,train
122172,1065,2808429017136385322,12262642791726130051,2808429017136385322,7525698034209401605,NMAP_XMAS_TREE_SCAN,1,train
122173,1066,17202139156961561977,1874822796864972834,17202139156961561977,10923732229010826254,NMAP_XMAS_TREE_SCAN,1,calibration
122174,1067,6378565680598864504,11352553270647755381,6378565680598864504,2613000008458623679,NMAP_XMAS_TREE_SCAN,1,train
122175,1068,7814523944664008703,2146760249391228242,7814523944664008703,13673418328955002738,NMAP_XMAS_TREE_SCAN,1,train
122176,1069,7814523944664008703,2146760249391228242,7814523944664008703,16350553628244943690,NMAP_XMAS_TREE_SCAN,1,train
122177,1070,6506829420878057012,4803979150354355554,6506829420878057012,9618982041363898454,NMAP_XMAS_TREE_SCAN,1,train
122178,1071,7814523944664008703,2146760249391228242,7814523944664008703,3128266614693321070,NMAP_XMAS_TREE_SCAN,1,train
122179,1072,17202139156961561977,1874822796864972834,17202139156961561977,11357204039347375785,NMAP_XMAS_TREE_SCAN,1,calibration
122180,1073,4306508046350257361,9812885378654241256,4306508046350257361,14693696946523607780,NMAP_XMAS_TREE_SCAN,1,calibration
122181,1074,383151418516376910,16173384113156702389,383151418516376910,1046788752916150864,NMAP_XMAS_TREE_SCAN,1,train
122182,1075,14172185523838002621,1987397256441205397,14172185523838002621,5427304795161568587,NMAP_XMAS_TREE_SCAN,1,train
122183,1076,6378565680598864504,11352553270647755381,6378565680598864504,9893162516502704638,NMAP_XMAS_TREE_SCAN,1,train
122184,1077,7814523944664008703,2146760249391228242,7814523944664008703,8925955411010155910,NMAP_XMAS_TREE_SCAN,1,train
122185,1078,6724051948354334109,1765217681066166322,6724051948354334109,16773311104933349971,NMAP_XMAS_TREE_SCAN,1,train
122186,1079,5344627626893577634,13442365276927534833,5344627626893577634,18044079410768418102,NMAP_XMAS_TREE_SCAN,1,train
122187,1080,3457610050478091486,13586691349362242181,3457610050478091486,3865653983830042219,NMAP_XMAS_TREE_SCAN,1,test
122188,1081,2568191954858126106,16781433592321315437,2568191954858126106,5064586636971091387,NMAP_XMAS_TREE_SCAN,1,train
122189,1082,5811003235377639602,3568409995913439537,5811003235377639602,3716668057288120624,NMAP_XMAS_TREE_SCAN,1,train
122190,1083,324347821493956509,18264171342526067710,324347821493956509,2659514634232304450,NMAP_XMAS_TREE_SCAN,1,train
122191,1084,2808429017136385322,12262642791726130051,2808429017136385322,11454375574621752181,NMAP_XMAS_TREE_SCAN,1,train
122192,1085,2808429017136385322,12262642791726130051,2808429017136385322,17598825833082244791,NMAP_XMAS_TREE_SCAN,1,train
122193,1086,2808429017136385322,12262642791726130051,2808429017136385322,7311757075681118425,NMAP_XMAS_TREE_SCAN,1,train
122194,1087,383151418516376910,16173384113156702389,383151418516376910,17053233234691143475,NMAP_XMAS_TREE_SCAN,1,train
122195,1088,2808429017136385322,12262642791726130051,2808429017136385322,13708140083969674438,NMAP_XMAS_TREE_SCAN,1,train
122196,1089,2808429017136385322,12262642791726130051,2808429017136385322,12423215729864535597,NMAP_XMAS_TREE_SCAN,1,train
122197,1090,10599390833229150950,10390253278611341115,10599390833229150950,1871842874967542407,NMAP_XMAS_TREE_SCAN,1,train
122198,1091,5811003235377639602,3568409995913439537,5811003235377639602,2605302511394914664,NMAP_XMAS_TREE_SCAN,1,train
122199,1092,2808429017136385322,12262642791726130051,2808429017136385322,6370241644688825996,NMAP_XMAS_TREE_SCAN,1,train
122200,1093,7994504791680096124,6793548069592350385,7994504791680096124,16513914466881463256,NMAP_XMAS_TREE_SCAN,1,train
122201,1094,7312082427408712902,16179270822494670955,7312082427408712902,15737824411812981981,NMAP_XMAS_TREE_SCAN,1,train
122202,1095,2808429017136385322,12262642791726130051,2808429017136385322,13783875676616066360,NMAP_XMAS_TREE_SCAN,1,train
122203,1096,5811003235377639602,3568409995913439537,5811003235377639602,13821360384414421044,NMAP_XMAS_TREE_SCAN,1,train
122204,1097,7814523944664008703,2146760249391228242,7814523944664008703,9368059855100262642,NMAP_XMAS_TREE_SCAN,1,train
122205,1098,17968153589020975541,2006628561604461276,17968153589020975541,1593193816899978337,NMAP_XMAS_TREE_SCAN,1,train
122206,1099,5811003235377639602,3568409995913439537,5811003235377639602,1654389202554179042,NMAP_XMAS_TREE_SCAN,1,train
122207,1100,2808429017136385322,12262642791726130051,2808429017136385322,16495531726968657831,NMAP_XMAS_TREE_SCAN,1,train
122208,1101,2808429017136385322,12262642791726130051,2808429017136385322,16206416636624070166,NMAP_XMAS_TREE_SCAN,1,train
122209,1102,2808429017136385322,12262642791726130051,2808429017136385322,576447466317783501,NMAP_XMAS_TREE_SCAN,1,train
122210,1103,5811003235377639602,3568409995913439537,5811003235377639602,392041369422024080,NMAP_XMAS_TREE_SCAN,1,train
122211,1104,2808429017136385322,12262642791726130051,2808429017136385322,17312389536621266623,NMAP_XMAS_TREE_SCAN,1,train
122212,1105,11137352726881930869,9009103042113525674,11137352726881930869,13470223431454242421,NMAP_XMAS_TREE_SCAN,1,calibration
122213,1106,5811003235377639602,3568409995913439537,5811003235377639602,17877866926758071617,NMAP_XMAS_TREE_SCAN,1,train
122214,1107,10599390833229150950,10390253278611341115,10599390833229150950,4854666244659174383,NMAP_XMAS_TREE_SCAN,1,train
122215,1108,2808429017136385322,12262642791726130051,2808429017136385322,5209559267078204618,NMAP_XMAS_TREE_SCAN,1,train
122216,1109,2808429017136385322,12262642791726130051,2808429017136385322,10583187561631322822,NMAP_XMAS_TREE_SCAN,1,train
122217,1110,2808429017136385322,12262642791726130051,2808429017136385322,2753461816827797238,NMAP_XMAS_TREE_SCAN,1,train
122218,1111,5811003235377639602,3568409995913439537,5811003235377639602,5186127625138827880,NMAP_XMAS_TREE_SCAN,1,train
122219,1112,2808429017136385322,12262642791726130051,2808429017136385322,6048264926110406494,NMAP_XMAS_TREE_SCAN,1,train
122220,1113,5811003235377639602,3568409995913439537,5811003235377639602,16731669242656215823,NMAP_XMAS_TREE_SCAN,1,train
122221,1114,14921535261282162966,5881482302385399647,14921535261282162966,13400948870360504121,NMAP_XMAS_TREE_SCAN,1,calibration
122222,1115,7814523944664008703,2146760249391228242,7814523944664008703,9719668274312351112,NMAP_XMAS_TREE_SCAN,1,train
122223,1116,2808429017136385322,12262642791726130051,2808429017136385322,4183817028839175974,NMAP_XMAS_TREE_SCAN,1,train
122224,1117,2808429017136385322,12262642791726130051,2808429017136385322,2180978961050837086,NMAP_XMAS_TREE_SCAN,1,train
122225,1118,11589426078978931634,11395530776494985922,11589426078978931634,9977893388230028059,NMAP_XMAS_TREE_SCAN,1,train
122226,1119,11589426078978931634,11395530776494985922,11589426078978931634,12143540226178814954,NMAP_XMAS_TREE_SCAN,1,train
122227,1120,2808429017136385322,12262642791726130051,2808429017136385322,10321794569815690369,NMAP_XMAS_TREE_SCAN,1,train
122228,1121,2808429017136385322,12262642791726130051,2808429017136385322,11651003976484667311,NMAP_XMAS_TREE_SCAN,1,train
122229,1122,7814523944664008703,2146760249391228242,7814523944664008703,13745362087779604005,NMAP_XMAS_TREE_SCAN,1,train
122230,1123,1329281502382553561,8215376699265533633,1329281502382553561,12964297792704054107,NMAP_XMAS_TREE_SCAN,1,calibration
122231,1124,17968153589020975541,2006628561604461276,17968153589020975541,5684247762835491708,NMAP_XMAS_TREE_SCAN,1,train
122232,1125,2808429017136385322,12262642791726130051,2808429017136385322,4345371260491307802,NMAP_XMAS_TREE_SCAN,1,train
122233,1126,153377060792756358,5335534178978257247,153377060792756358,16105161607191642874,NMAP_XMAS_TREE_SCAN,1,train
122234,1127,7814523944664008703,2146760249391228242,7814523944664008703,2700723159795675543,NMAP_XMAS_TREE_SCAN,1,train
122235,1128,2808429017136385322,12262642791726130051,2808429017136385322,294998651392948133,NMAP_XMAS_TREE_SCAN,1,train
122236,1129,2808429017136385322,12262642791726130051,2808429017136385322,10427430614817721477,NMAP_XMAS_TREE_SCAN,1,train
122237,1130,2808429017136385322,12262642791726130051,2808429017136385322,3834306244046835469,NMAP_XMAS_TREE_SCAN,1,train
122238,1131,14251560653327446125,4948528612421311416,14251560653327446125,13435630685117728749,NMAP_XMAS_TREE_SCAN,1,train
122239,1132,2808429017136385322,12262642791726130051,2808429017136385322,14449580997629513598,NMAP_XMAS_TREE_SCAN,1,train
122240,1133,11589426078978931634,11395530776494985922,11589426078978931634,17700421738306246145,NMAP_XMAS_TREE_SCAN,1,train
122241,1134,153377060792756358,5335534178978257247,153377060792756358,16557685717023663738,NMAP_XMAS_TREE_SCAN,1,train
122242,1135,153377060792756358,5335534178978257247,153377060792756358,4800628888750328759,NMAP_XMAS_TREE_SCAN,1,train
122243,1136,5811003235377639602,3568409995913439537,5811003235377639602,15022261648967835039,NMAP_XMAS_TREE_SCAN,1,train
122244,1137,1329281502382553561,8215376699265533633,1329281502382553561,10475411629503489689,NMAP_XMAS_TREE_SCAN,1,calibration
122245,1138,5811003235377639602,3568409995913439537,5811003235377639602,15913161436304010038,NMAP_XMAS_TREE_SCAN,1,train
122246,1139,2808429017136385322,12262642791726130051,2808429017136385322,2714974726686313423,NMAP_XMAS_TREE_SCAN,1,train
122247,1140,2808429017136385322,12262642791726130051,2808429017136385322,10089807598811903026,NMAP_XMAS_TREE_SCAN,1,train
122248,1141,11589426078978931634,11395530776494985922,11589426078978931634,1023437381559152167,NMAP_XMAS_TREE_SCAN,1,train
122249,1142,5811003235377639602,3568409995913439537,5811003235377639602,8137319294998234127,NMAP_XMAS_TREE_SCAN,1,train
122250,1143,2808429017136385322,12262642791726130051,2808429017136385322,12850755878695258163,NMAP_XMAS_TREE_SCAN,1,train
122251,1144,12960945508401493702,13189809243700381056,12960945508401493702,3270638505706346498,NMAP_XMAS_TREE_SCAN,1,train
122252,1145,7312082427408712902,16179270822494670955,7312082427408712902,5482116977798730091,NMAP_XMAS_TREE_SCAN,1,train
122253,1146,2808429017136385322,12262642791726130051,2808429017136385322,1185718518964084868,NMAP_XMAS_TREE_SCAN,1,train
122254,1147,2808429017136385322,12262642791726130051,2808429017136385322,4842470555280664299,NMAP_XMAS_TREE_SCAN,1,train
122255,1148,2808429017136385322,12262642791726130051,2808429017136385322,3337401826387004217,NMAP_XMAS_TREE_SCAN,1,train
122256,1149,2808429017136385322,12262642791726130051,2808429017136385322,787075853677890509,NMAP_XMAS_TREE_SCAN,1,train
122257,1150,15151618790466153002,9230474583832464734,15151618790466153002,6404621052500103103,NMAP_XMAS_TREE_SCAN,1,train
122258,1151,2808429017136385322,12262642791726130051,2808429017136385322,15748966353263019862,NMAP_XMAS_TREE_SCAN,1,train
122259,1152,5811003235377639602,3568409995913439537,5811003235377639602,16549866190624532491,NMAP_XMAS_TREE_SCAN,1,train
122260,1153,2808429017136385322,12262642791726130051,2808429017136385322,15634917789455724997,NMAP_XMAS_TREE_SCAN,1,train
122261,1154,2808429017136385322,12262642791726130051,2808429017136385322,12032676467465039751,NMAP_XMAS_TREE_SCAN,1,train
122262,1155,2808429017136385322,12262642791726130051,2808429017136385322,12824668217955843889,NMAP_XMAS_TREE_SCAN,1,train
122263,1156,11589426078978931634,11395530776494985922,11589426078978931634,7087705284171312110,NMAP_XMAS_TREE_SCAN,1,train
122264,1157,15155962320971187293,6218897898692399806,15155962320971187293,5036687386225390162,NMAP_XMAS_TREE_SCAN,1,test
122265,1158,5811003235377639602,3568409995913439537,5811003235377639602,11685586911756907378,NMAP_XMAS_TREE_SCAN,1,train
122266,1159,2808429017136385322,12262642791726130051,2808429017136385322,18364846937166107860,NMAP_XMAS_TREE_SCAN,1,train
122267,1160,11589426078978931634,11395530776494985922,11589426078978931634,6242246678860310793,NMAP_XMAS_TREE_SCAN,1,train
122268,1161,17202139156961561977,1874822796864972834,17202139156961561977,9091669966982648482,NMAP_XMAS_TREE_SCAN,1,calibration
122269,1162,17968153589020975541,2006628561604461276,17968153589020975541,13615864457893237566,NMAP_XMAS_TREE_SCAN,1,train
122270,1163,153377060792756358,5335534178978257247,153377060792756358,599112638988746725,NMAP_XMAS_TREE_SCAN,1,train
122271,1164,5811003235377639602,3568409995913439537,5811003235377639602,15644999655283550996,NMAP_XMAS_TREE_SCAN,1,train
